#1|lemma	count
ⲡⲗⲁⲥⲥⲉ	30
ⲧⲁⲉⲓⲟⲩ	30
ϩⲟⲗⲟⲕⲁⲩⲧⲱⲙⲁ	30
ϣⲏ	30
ⲣⲱ	30
ϩⲁⲉ	30
ⲉⲓⲉ	30
ⲙⲁⲥ	30
ⲛⲟⲩ	30
ⲣⲏⲥ	30
ϭⲗⲟϭ	30
ⲥⲓⲟⲩ	30
ⲁϣⲁϩⲟⲙ	30
ⲙϩⲁⲁⲩ	30
ⲉⲓⲇⲱⲗⲟⲛ	30
ⲁⲓⲧⲉⲓ	29
ⲟⲩⲱϣⲥ	29
ⲥⲧⲩⲗⲟⲥ	29
ⲙⲛⲧⲥⲛⲟⲟⲩⲥ	29
ⲭⲟⲣⲧⲟⲥ	29
ⲁⲗ	29
………	29
ⲙⲁⲛ	29
ϣⲓⲣⲉ	29
ϩⲟⲩⲛ	29
ⲭⲣⲓⲥⲧⲟⲥ	29
ⲉϩⲣⲛ	29
ⲁⲣⲉϩ	29
ⲡⲗⲁⲝ	29
ⲥⲃⲃⲉ	29
ⲥⲡⲓⲣ	29
ⲁⲓⲭⲙⲁⲗⲱⲥⲓⲁ	29
ϩⲃⲟⲩⲣ	29
ⲃⲟⲩⲛⲟⲥ	29
ⲛⲟⲩⲛⲉ	28
ⲓⲉⲥⲥⲁⲓ	28
ⲟⲩⲣⲓⲁⲥ	28
ⲡⲁⲣⲁⲅⲉ	28
ⲉⲣϣⲁⲛ_ⲛⲧⲟⲥ	28
ⲥⲟⲟⲩϩⲥ	28
ⲙⲛⲧϣⲁϥⲧⲉ	28
ⲡⲁⲣⲁⲃⲟⲗⲏ	28
ϯⲥⲟ	28
ⲣⲡⲉ	28
ϩⲗⲟϭ	28
ϩⲧⲏⲩ	28
ⲁϩⲣⲟ	28
ⲙⲣⲣⲉ	28
ⲥⲧⲱⲧ	28
ⲥⲁⲗⲡⲓⲅⲝ	28
ϫⲓⲕⲃⲁ	28
ϭⲱⲱⲙⲉ	28
ⲕⲁⲇⲏⲥ	27
ⲡⲗⲏⲅⲏ	27
ⲡⲗⲩⲅⲏ	27
ⲥⲩⲣⲓⲁ	27
ⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ	27
ⲡⲁⲧⲣⲓⲁ	27
ⲡⲉⲛⲓⲡⲉ	27
ⲁⲥⲭⲏⲙⲟⲥⲩⲛⲏ	27
ⲁⲓⲥⲑⲏⲥⲓⲥ	27
ⲧⲃⲁⲥⲁⲛ	27
ⲙⲛⲧϩⲏⲕⲉ	27
ⲭⲉⲓⲙⲁⲣⲣⲟⲥ	27
ⲕⲁⲑⲓⲥⲧⲁ	27
ⲡⲣⲟⲥⲏⲗⲩⲧⲟⲥ	27
ϣⲱϥ	27
ⲛⲁϫ	27
ⲧⲁⲡ	27
ϥⲱϭⲉ	27
ϣⲟⲙⲧ	27
ϩⲙⲟⲧ	27
ⲥⲟⲃⲕ	27
ⲡⲁⲧⲁⲥⲥⲉ	27
ⲡⲓⲥⲧⲉⲩⲉ	27
ⲅⲁⲃⲁⲁ	26
ⲥⲱⲧⲏⲣ	26
ⲡⲓⲥⲧⲓⲥ	26
ⲉⲡⲓⲑⲩⲙⲓⲁ	26
ⲱⲗ	26
ϩⲣⲃ	26
ϩⲱⲙ	26
ⲓⲣⲉ	26
ⲛⲃⲗ	26
ϫⲉⲣⲟ	26
ϭⲣⲱϩ	26
ⲃⲟⲉⲥ	26
ⲙⲡϣⲁ	26
ϭⲁⲙⲟⲩⲗ	26
ϣⲟⲛⲧⲉ	26
ⲅⲁⲗⲅⲁⲗⲁ	25
ⲕⲣⲙⲣⲙ	25
ⲗⲟⲅⲭⲏ	25
ⲙⲛⲧⲙⲉ	25
ⲭⲁⲗⲉⲃ	25
ⲭⲣⲏⲙⲁ	25
ⲓⲟⲩⲇⲁⲓⲁ	25
ⲧⲣⲁⲡⲉⲍⲁ	25
ϫⲛ	25
ϩⲛⲉ	25
ⲁϣⲏ	25
ⲣϣⲁ	25
ⲛⲧⲁ	25
ⲉϫⲛ_ⲛⲧⲟ	25
ⲥⲉⲇⲉⲕⲓⲁⲥ	25
ⲟⲃϩⲉ	25
ⲟⲉⲓϣ	25
ⲡⲓⲥⲉ	25
ⲥⲃⲧⲉ	25
ⲥⲧⲟⲓ	25
ⲉⲕⲕⲗⲏⲥⲓⲁ	25
ϫⲟⲉⲓⲧ	25
ⲣϣⲡⲏⲣⲉ	25
ⲣϭⲣⲱϩ	25
ⲡⲟⲗⲉⲙⲉⲓ	24
ⲉⲓⲟⲟⲣ	24
ⲧⲏⲏⲃⲉ	24
ϩⲉⲃⲣⲁⲓⲟⲥ	24
ⲛⲟⲉⲙⲓⲛ	24
ϣϭⲙϭⲟⲙ	24
?	24
ϣⲁⲩ	24
ϣⲱⲙ	24
ⲁϫⲛ	24
ⲧϩⲉ	24
ⲥⲁϥ	24
ⲙⲟⲩⲛ	24
ⲛⲟⲩϩ	24
ⲉⲝⲟⲙⲟⲗⲟⲅⲉⲓ	24
ⲕⲟⲓⲃⲱⲧⲟⲥ	24
ϩⲉⲃⲱⲱⲛ	24
ϫⲓϭⲟⲗ	24
ⲉⲃⲓⲏⲛ	23
ⲗⲩⲡⲉⲓ	23
ⲙⲉⲣⲟⲥ	23
ⲙⲙⲁⲧⲉ	23
ⲥⲟⲡⲥⲡ	23
ⲉⲝⲟⲩⲥⲓⲁ	23
ⲓⲟⲩⲇⲁⲥ	23
ⲕⲁⲡⲛⲟⲥ	23
ⲣⲉϥϫⲓⲛϭⲟⲛⲥ	23
ⲕⲓⲃⲱⲧⲟⲥ	23
ⲕⲁⲑⲁⲣⲓⲍⲉ	23
]	23
ⲣⲉ	23
ⲑⲁⲃ	23
ϯϩⲱⲛ	23
ϣⲱⲧⲉ	23
ϩⲃⲥⲱ	23
ⲙⲙⲟⲛ	23
ⲥⲓⲛⲁ	23
ⲧⲁⲓⲟ	23
ⲙⲛⲧϫⲁⲥⲓϩⲏⲧ	23
ⲡⲉⲓⲣⲁⲍⲉ	23
ϥⲁⲓϣⲓⲛⲉ	23
ⲁⲅⲁⲑⲟⲥ	23
ⲅⲁⲃⲁⲱⲛ	22
ⲓⲇⲟⲩⲙⲁⲓⲁ	22
ⲉⲗⲉⲁⲍⲁⲣ	22
ⲇⲟⲕⲓⲙⲁⲍⲉ	22
ⲅⲉⲛⲟⲥ	22
ⲟⲩⲱϫⲉ	22
ⲧⲟⲉⲓⲧ	22
ⲧⲁⲙⲉⲓⲟⲛ	22
ⲅⲟⲇⲟⲗⲓⲁⲥ	22
ⲗⲟⲩⲗⲁⲓ	22
ⲙⲉϩϣⲟⲙⲛⲧ	22
ⲧⲕⲟⲓⲃⲱⲧⲟⲥ	22
ⲡⲓⲥⲧⲟⲥ	22
ⲥⲓⲕⲓⲙⲁ	22
ⲙⲛⲧϩⲙϩⲁⲗ	22
–	22
ϣⲱ	22
ϥⲱ	22
ⲁⲥ	22
ⲡⲏ	22
ϫⲉⲙ	22
ϯⲡⲉ	22
ⲉⲣⲛ	22
ⲟⲙⲉ	22
ⲥⲱⲣ	22
ϭⲣⲟϭ	22
ⲁⲓⲁⲓ	22
ⲙⲁϩⲉ	22
ⲛⲓϥⲉ	22
ⲕⲛⲧⲉ	22
ⲕⲱⲛⲥ	22
ⲡⲱϣⲥ	22
ⲣⲧϩⲉ	22
ⲣⲁⲕⲧ	22
ⲭⲟⲩⲥ	22
ϯⲛⲟⲩϭⲥ	22
ϩⲟⲧϩⲧ	22
ϩⲟⲉⲓⲙ	22
ϩⲣⲟⲩⲑ	22
ⲉⲧⲟⲟⲧ	21
ⲙⲉⲉⲣⲉ	21
ⲣⲟⲟⲩϣ	21
ⲕⲟⲥⲙⲟⲥ	21
ⲥⲩⲙⲉⲱⲛ	21
ⲁⲗⲗⲏⲗⲟⲩⲓⲁ	21
ⲧⲟ	21
ϩⲏⲗ	21
ϩⲱⲥ	21
ⲅⲉⲑ	21
ϣⲓⲕⲉ	21
ϣⲧⲁⲙ	21
ⲕⲟⲣⲉ	21
ⲙⲏⲥⲉ	21
ⲛⲟⲩϫ	21
ⲥⲏⲃⲉ	21
ϫⲟⲩⲱⲧ	21
ϫⲱⲱⲗⲉ	21
ⲣϫⲟⲉⲓⲥ	21
ⲁⲑⲉⲧⲉⲓ	21
ⲁⲣⲭⲉⲓ	20
ⲕⲁϩⲧⲏ	20
ⲉⲣⲩⲑⲣⲁ	20
ⲙⲟⲕϩⲥ	20
ⲛⲟⲉⲓⲕ	20
ⲡⲟⲣⲛⲏ	20
ⲣⲉⲙⲏⲧ	20
ⲥⲏⲉⲓⲣ	20
ⲥⲟⲩⲱϩ	20
ⲧⲟⲟⲩⲉ	20
ⲡⲩⲣⲅⲟⲥ	20
ⲡⲁⲣⲁⲇⲓⲇⲟⲩ	20
ⲓⲉⲣⲏⲙⲓⲁⲥ	20
ϩⲉⲛ	20
ⲉⲣⲁ	20
ⲥⲃⲟ	20
ϣⲕⲁⲕ	20
ϩⲟⲙⲧ	20
ϫⲱⲧⲉ	20
ⲭⲣⲏⲥⲧⲟⲥ	20
ⲓⲉⲃⲟⲩⲥⲁⲓⲟⲥ	20
ⲃⲗⲗⲉ	20
ⲉⲓⲃⲉ	20
ⲕⲟⲟϩ	20
ⲕⲱⲱⲥ	20
ⲗⲁⲗⲉ	20
ⲥⲏⲱⲛ	20
ⲥⲓⲃⲧ	20
ⲧⲥⲧⲟ	20
ⲕⲁⲣⲙⲏⲗⲟⲥ	20
ⲥⲁⲗⲡⲓⲍⲉ	20
ⲥⲁⲙⲁⲣⲓⲁ	20
ϫⲓⲉⲟⲟⲩ	20
ⲛⲟⲙⲓⲙⲟⲛ	20
ϩⲟϫϩϫ	20
ϫⲃⲃⲉⲥ	20
ϭⲱⲱⲗⲉ	20
ϭⲣⲟⲟⲙⲡⲉ	20
ⲣϩⲏⲃⲉ	20
ⲙⲉϩⲥⲛⲁⲩ	20
ⲃⲁⲣⲟⲩⲭ	20
ⲡⲟⲣⲛⲉⲩⲉ	19
ⲉⲕⲓⲃⲉ	19
ⲉⲧⲉⲧⲛⲁ	19
ⲛⲟⲉⲓⲛ	19
ⲣⲙⲉⲓⲏ	19
ⲧⲱⲣⲧⲣ	19
ⲓⲉⲫⲑⲁⲉ	19
ⲙⲁⲧⲟⲩϫⲟ	19
ⲡⲁⲣⲁⲃⲁ	19
ⲣⲙⲛϩⲏⲧ	19
ⲥⲓⲥⲁⲣⲁ	19
ⲉⲡⲓⲑⲩⲙⲉⲓ	19
ⲧⲙⲁⲉⲓⲟ	19
ⲧⲟⲩⲉⲓⲟ	19
ⲣ	19
ϣϫⲉ	19
ϩⲟⲧ	19
ⲱϣⲙ	19
ⲱⲣⲙ	19
ϩⲏⲗⲓ	19
ϭⲟⲥⲙ	19
ⲛⲁⲩⲏ	19
ⲟⲟⲧⲉ	19
ⲥⲱⲃϩ	19
ϣⲧⲉⲕⲟ	19
ϩⲏⲗⲉⲓ	19
ϭⲃⲟⲉⲓ	19
ϩⲟⲩⲉⲓⲧⲉ	18
ⲉⲧⲉⲧⲛ	18
ⲥⲁϩⲛⲉ	18
ⲧⲁϭⲥⲉ	18
ⲟⲩⲱϩⲙ	18
ⲟⲩⲟⲙϥ	18
ⲡⲁⲥⲭⲁ	18
ⲧⲁⲫⲟⲥ	18
ⲧⲩⲣⲟⲥ	18
ϩⲩⲡⲟⲙⲉⲓⲛⲉ	18
ⲏⲥⲁⲓⲁⲥ	18
ⲕⲉⲇⲣⲟⲥ	18
ⲟⲩⲉⲣϣⲉ	18
ⲥⲓ	18
ⲥⲙ	18
ϩⲣⲱ	18
ϩⲱⲣ	18
ⲕⲁⲛ	18
ⲕⲉⲧ	18
ϫⲓϫⲉ	18
ϩⲏⲧⲉ	18
ϫⲣⲟⲡ	18
ⲕⲁⲣⲱ	18
ⲥⲏⲗⲱ	18
ϩⲓⲃⲟⲗ	18
ϩⲓⲉⲓⲧ	18
ϫⲛⲟⲟⲩ	18
ⲡⲁⲗⲗⲁⲕⲏ	18
ⲙⲱⲁⲃⲓⲧⲏⲥ	18
ⲁⲡⲁⲣⲭⲏ	18
ⲁⲧⲛⲟⲃⲉ	18
ⲛⲉϩⲡⲉ	17
ⲛⲉⲙⲁⲕ	17
ⲛⲏⲥⲟⲥ	17
ⲧⲣⲩⲫⲏ	17
ⲧⲥⲉⲓⲟ	17
ⲓⲥⲙⲁⲏⲗ	17
ⲓⲱⲁⲕⲓⲙ	17
ⲍⲁⲃⲟⲩⲗⲱⲛ	17
ⲛⲓⲛⲉⲩⲏ	17
ⲥⲗⲁⲁⲧⲉ	17
ⲙⲛⲧϩⲗⲗⲟ	17
ⲡⲁⲣⲁⲕⲁⲗⲉⲓ	17
ϫⲉⲛⲉⲡⲱⲣ	17
ⲣⲟⲩⲟⲉⲓⲛ	17
ⲅ	17
ϣϣⲉ	17
ϯϩⲉ	17
ⲕⲱⲃ	17
ⲣⲱⲓ	17
ϩⲙⲟⲩ	17
ⲣϭⲱⲃ	17
ⲕⲟⲧⲥ	17
ⲙⲏⲛⲉ	17
ⲙⲡⲉϥ	17
ⲧⲱϩⲙ	17
ⲡⲟⲟⲛ	17
ⲥⲁⲧⲉⲉⲣⲉ	17
ϣⲟⲩⲱⲃⲉ	17
ϣⲟⲩⲱⲟⲩ	17
ϩⲟⲉⲓⲛⲉ	17
ⲃⲏⲥⲁⲗⲱⲙ	17
ϣⲟⲉⲓϣ	17
ⲃⲁⲓⲑⲏⲗ	17
ⲇⲣⲁⲕⲱⲛ	16
ⲁⲅⲁⲡⲏ	16
ⲁⲧⲑⲁⲃ	16
ⲑⲁⲙⲁⲣ	16
ⲕⲁⲗⲱⲥ	16
ⲟⲩⲱⲧϩ	16
ⲥⲁⲣⲣⲁ	16
ⲕⲓⲑⲁⲣⲁ	16
ⲙⲟⲭⲗⲟⲥ	16
ⲙⲛⲧⲭⲣⲏⲥⲧⲟⲥ	16
ϣϥⲉ	16
ϣⲱϣ	16
ⲡⲣⲟⲥⲧⲁⲅⲙⲁ	16
ⲉⲧⲙ	16
ⲱⲙⲥ	16
ϩⲙⲟⲙ	16
ϫⲱⲛⲧ	16
ⲁⲛⲁϣ	16
ⲁⲥⲁⲓ	16
ⲛⲱϩⲉ	16
ⲥⲓⲃⲁ	16
ⲥⲱⲛϩ	16
ⲛⲏⲥⲧⲉⲩⲉ	16
ϩⲟⲡⲗⲟⲛ	16
ⲁϭⲟⲗⲧⲉ	16
ϩⲁⲣϣϩⲏⲧ	16
ⲧⲁⲗⲁⲓⲡⲱⲣⲓⲁ	16
ϫⲓϩⲁⲡ	16
ϩⲟⲧⲁⲛ	16
ϩⲣⲏⲣⲉ	16
ϫⲓⲟⲩⲉ	16
ϫⲓⲥⲃⲱ	16
ⲥⲟⲗⲟⲙⲱⲛ	16
ⲁⲕⲁⲑⲁⲣⲧⲟⲥ	16
ⲅⲉⲛⲏⲙⲁ	15
ⲭⲉⲧⲧⲁⲓⲟⲥ	15
ⲡⲟⲣⲛⲉⲓⲁ	15
ⲃⲁⲣⲁⲕ	15
ⲅⲓⲅⲁⲥ	15
ⲛⲉϩⲥⲉ	15
ⲙⲟⲉⲓⲧ	15
ⲟⲩⲏⲟⲩ	15
ⲟⲩⲟⲃϣ	15
ⲣⲙⲣⲁϣ	15
ⲥⲓⲇⲱⲛ	15
ⲥⲕⲏⲩⲉ	15
ⲥⲟⲉⲓⲧ	15
ⲧⲁⲅⲙⲁ	15
ⲭⲱⲣⲏⲃ	15
ⲣⲉϥϫⲛⲁⲁⲩ	15
ⲙⲁⲥⲥⲏⲫⲁ	15
ⲟⲩⲉⲓⲛⲉ	15
ⲭⲟⲩⲥⲉⲓ	15
ⲇⲓⲁⲃⲟⲗⲟⲥ	15
ϥⲉ	15
ϣⲟⲙ	15
ⲁϩⲣ	15
ⲅⲁⲓ	15
ⲏⲩⲉ	15
ⲥⲁϣ	15
ⲛⲁⲁ	15
ϣⲟⲗⲥ	15
ϣⲟⲟⲥ	15
ϣⲥⲛⲉ	15
ϩⲏⲃⲥ	15
ϩⲏⲧⲥ	15
ϭⲃⲃⲉ	15
ϭⲗⲱⲧ	15
ⲁⲩⲁⲛ	15
ⲕⲟⲟⲩ	15
ⲣⲱϣⲉ	15
ⲛⲣⲁⲧ	15
ⲥⲟⲣⲧ	15
ⲛⲏⲥⲧⲉⲓⲁ	15
ϩⲉⲣⲙⲁⲛ	15
ϩⲣⲁⲭⲏⲗ	15
ϭⲓⲛⲟⲩⲱⲙ	15
ϩⲱⲱⲕⲉ	15
ϫⲓⲥⲙⲏ	15
ⲉⲩϩⲁⲓⲟⲥ	15
ⲟⲩⲟⲧⲟⲩⲉⲧ	15
ⲉϣⲁⲣⲉ	15
ⲁⲃⲓⲕⲓⲁ	15
ⲁⲛⲁⲅⲕⲏ	15
ⲁⲛⲟⲙⲉⲓ	15
ⲕⲁϩⲏⲩ	14
ⲙⲉϣⲁⲕ	14
ⲓⲱⲛⲁⲥ	14
ⲕⲁⲩⲙⲁ	14
ⲛⲁⲑⲁⲛ	14
ⲛⲟⲙⲧⲉ	14
ⲟⲩⲟϣϥ	14
ⲥⲁⲙⲓⲧ	14
ⲕⲣⲓⲥⲓⲥ	14
ⲯⲁⲗⲧⲏⲣⲓⲟⲛ	14
ⲟⲩⲉⲓⲣⲉ	14
ⲅⲗⲩⲡⲧⲟⲛ	14
ⲡⲗⲁⲧⲓⲁ	14
ⲁⲃⲓⲁⲑⲁⲣ	14
ⲫⲓⲛⲉⲉⲥ	14
ⲥϯⲛⲟⲩϥⲉ	14
n	14
ⲱⲅ	14
ⲱⲱ	14
ϣⲏⲧ	14
ϣⲛⲏ	14
ϩⲟⲙ	14
ϯⲡⲓ	14
ⲕⲟⲧ	14
ⲗⲉⲩ	14
ⲡⲓⲁ	14
ⲡⲱⲓ	14
ⲣⲙⲛ	14
ⲣⲱⲧ	14
ϯϩⲁⲡ	14
ϣⲏⲩⲉ	14
ϩⲣⲱⲧ	14
ϫⲃⲓⲛ	14
ⲁⲡⲟⲧ	14
ⲁⲥⲱⲣ	14
ⲉⲧⲣⲉ	14
ⲕⲟⲛⲥ	14
ⲙⲙⲓⲛ	14
ⲙⲛⲱⲛ	14
ⲙⲟⲣⲧ	14
ⲛⲁⲛⲧ	14
ⲛⲉⲥⲉ	14
ⲛⲏⲟⲩ	14
ⲟⲩⲉϣ	14
ⲥⲕⲁⲓ	14
ⲭⲓⲱⲛ	14
ⲁⲓⲭⲙⲁⲗⲱⲧⲟⲥ	14
ⲕⲁⲧⲁⲕⲗⲩⲥⲙⲟⲥ	14
ⲁⲕⲁⲑⲁⲣⲥⲓⲁ	14
ⲣϩⲗⲗⲟ	14
ϥⲁⲓⲛⲁϩⲃ	14
ⲁⲃⲓⲥⲁ	13
ⲟⲩϩⲟⲣ	13
ⲟⲩϫⲱⲙ	13
ⲕⲛⲁⲁⲩ	13
ⲕⲣⲙⲉⲥ	13
ⲕⲣⲟⲩⲣ	13
ⲗⲁⲃⲁⲛ	13
ⲙⲉⲣⲉϩ	13
ⲙⲛⲧⲃⲁⲗϩⲏⲧ	13
ⲟⲩⲃⲁϣ	13
ⲧⲉⲧⲛⲉ	13
ⲕⲁⲧⲁⲡⲉⲧⲁⲥⲙⲁ	13
ⲡⲉⲧⲛⲁⲛⲟⲩ	13
ⲣⲙⲛⲛⲟⲩⲧⲉ	13
ⲣⲙⲛⲧⲣⲉ	13
ⲧⲣⲟⲭⲟⲥ	13
ⲙⲁⲥⲧⲓⲅⲟⲩ	13
ⲙⲛⲧϣⲃⲏⲣ	13
ⲧϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	13
ⲣⲙⲛϭⲟⲉⲓⲗⲉ	13
ⲣⲉϥⲙⲟⲟⲩⲧ	13
ⲁⲣⲭⲏⲅⲟⲥ	13
ϫⲁϫ	13
ϩⲙⲥ	13
ⲉⲡⲉ	13
ⲟⲡⲥ	13
ⲡⲱⲕ	13
ⲥⲟⲩ	13
ⲧⲁⲩ	13
ⲧⲏⲙ	13
ⲱⲕⲙ	13
ϫⲏϭⲉ	13
ϩⲓⲧⲉ	13
ϭⲟⲣϭ	13
ⲛⲁⲃⲟⲩⲭⲟⲇⲟⲛⲟⲥⲟⲣ	13
ⲉⲓϣⲉ	13
ⲁⲥⲁⲫ	13
ⲣⲉϥϯ	13
ⲥⲟϭⲛ	13
ⲡⲟⲧⲥ	13
ⲧⲏⲣϥ	13
ⲧⲟⲩⲟ	13
ⲧⲱⲗⲙ	13
ⲧⲱⲙⲧ	13
ϣⲡϩⲓⲥⲉ	13
ϣⲉⲡⲧⲱⲣⲉ	13
ϯϣⲓⲡⲉ	13
ϣⲱⲱⲙⲉ	13
ϩⲓⲛⲏⲃ	13
ϫⲁⲧϥⲉ	13
ϩⲉⲣϣⲓⲣⲉ	13
ⲫⲓⲗⲓⲥⲧⲓⲉⲓⲙ	13
ϩⲩⲡⲟⲙⲟⲛⲏ	13
ϩⲓⲧⲛ_ⲁⲛⲟⲕ	13
ⲉ_ⲛⲧⲟ	13
ⲣⲉϥϭⲱⲛⲧ	13
ⲃⲁⲗϩⲏⲧ	13
ⲓⲁⲃⲓⲥ	12
ⲣⲉϥϫⲓ	12
ⲙⲟⲩⲗϩ	12
ⲟⲩⲱⲧⲛ	12
ⲭⲣⲉⲓⲁ	12
ⲑⲁⲓⲙⲁⲛ	12
ⲓⲱⲁⲛⲁⲛ	12
ⲕⲉⲉⲓⲗⲁ	12
ⲕⲣⲓⲛⲟⲛ	12
ⲙⲛⲧϣⲁⲛϩⲧⲏϥ	12
ⲙⲁⲥⲧⲓⲅⲝ	12
ⲥⲟⲩⲟⲩⲁ	12
ⲓⲱⲛⲁⲇⲁⲃ	12
ϥⲧⲟⲟⲩϣⲉ	12
ⲙⲛⲧϫⲁϫⲉ	12
ⲁⲓⲭⲙⲁⲗⲱⲧⲓⲍⲉ	12
ⲫⲉⲣⲉⲍⲁⲓⲟⲥ	12
ⲣⲟⲩⲉⲓⲁⲥ	12
ⲇⲉⲃⲃⲱⲣⲁ	12
ⲇ	12
ϫⲏ	12
ϣⲛⲉ	12
ϥⲛⲧ	12
ⲧⲉⲛ	12
ⲧⲱⲙ	12
ϩⲙⲉⲧ	12
ϩⲧⲟⲡ	12
ϫⲛⲁϩ	12
ϫⲟⲩϥ	12
ⲣϩⲁⲗ	12
ⲁⲇⲁⲙ	12
ⲁⲓⲱⲛ	12
ⲗⲱϫϩ	12
ⲙⲁϣⲉ	12
ⲗⲟⲟⲩ	12
ⲣⲙϩⲉ	12
ⲙⲓⲭⲁ	12
ⲙⲡⲱⲣ	12
ⲛⲁⲏⲧ	12
ⲛⲧⲏϭ	12
ⲣⲁⲧⲉ	12
ⲣⲛⲱⲛ	12
ⲣⲟⲩⲱ	12
ⲥⲃⲟⲕ	12
ⲥⲟⲩⲣ	12
ⲥⲱⲗⲡ	12
ⲧⲟⲟⲧ	12
ⲧⲱⲃⲉ	12
ϩⲟⲩⲙⲡⲉ	12
ⲥⲫⲣⲁⲅⲓⲥ	12
ⲁⲇⲓⲕⲓⲁ	12
ⲣⲙⲁⲑⲁⲉⲓⲙ	11
ⲉⲃⲣⲏϭⲉ	11
ⲃⲁϩⲥⲉ	11
ⲁⲉⲧⲟⲥ	11
ⲗⲉⲩⲉⲓ	11
ⲙⲁⲛⲛⲁ	11
ⲛⲉⲇⲱⲙ	11
ⲥⲁⲉⲓⲛ	11
ⲫⲣⲁⲓⲙ	11
ⲗⲁⲙⲡⲁⲥ	11
ⲙⲁⲕⲁⲣⲓⲍⲉ	11
ⲙⲉϩϣⲙⲟⲩⲛ	11
ⲙⲉⲗⲉⲧⲏ	11
ⲡⲉⲧϩⲏⲡ	11
ⲥⲕⲟⲡⲟⲥ	11
ⲛⲁⲃⲏⲥⲁⲗⲱⲙ	11
ⲁⲙⲓⲛⲁⲇⲁⲃ	11
ⲙⲛⲧⲛⲟⲩϫ	11
ⲧⲁϣⲉⲟⲉⲓϣ	11
ⲣⲉϥⲙⲟⲩⲧⲉ	11
ⲡⲣⲟⲥⲫⲟⲣⲁ	11
ⲟⲙ	11
ϫⲁϥ	11
ϣⲓⲕ	11
ϣⲣⲡ	11
ϩⲱⲕ	11
ϭⲱⲗ	11
ϯⲙⲏ	11
ⲱϥⲧ	11
ⲁⲣⲝ	11
ⲕⲛⲧ	11
ϩⲧⲏⲥ	11
ϭⲱⲃⲉ	11
ϯⲧⲱⲛ	11
ϯⲱⲧⲉ	11
ⲉⲧϩⲛ	11
ⲕⲁⲁⲧ	11
ⲕⲱⲧϥ	11
ⲡⲱⲣⲕ	11
ⲧⲁⲭⲏ	11
ⲧⲱⲕⲙ	11
ⲟⲩⲉϩⲛⲁⲩ	11
ⲙⲛⲧⲟⲩⲏⲏⲃ	11
ϭⲓⲛϣⲁϫⲉ	11
ϩⲟⲣⲟⲙⲁ	11
ϣⲁⲁⲣⲉ	11
ϩⲩⲡⲟⲙⲓⲛⲉ	11
ⲁⲕⲁⲑⲁⲣⲧⲟⲛ	11
ⲣϣⲟⲣⲡ	11
ⲣϩⲟⲩⲟ	11
ⲃⲁⲥⲓⲥ	10
ⲉⲅⲗⲱⲙ	10
ⲉⲓⲟⲩⲗ	10
ⲉⲓⲱⲧⲉ	10
ⲛⲁϫϩⲉ	10
ⲕⲏⲡⲟⲥ	10
ⲕⲓⲱⲟⲩ	10
ⲙⲉⲗⲟⲥ	10
ⲙⲏⲡⲱⲥ	10
ⲟⲩⲟϭⲉ	10
ⲟⲩⲉⲓⲏ	10
ⲥⲁⲧⲃⲉ	10
ⲥⲉⲏⲣⲡ	10
ⲥⲉⲓⲁⲧ	10
ⲥⲓⲟⲩⲣ	10
ⲥⲱⲙⲛⲧ	10
ⲧⲉⲧⲛⲁ	10
ⲭⲟⲣⲟⲥ	10
ⲅⲉⲛⲛⲏⲙⲁ	10
ⲉⲧⲛⲁⲛⲟⲩ	10
ϫⲓϣⲟϫⲛⲉ	10
ⲙⲉϩϥⲧⲟⲟⲩ	10
ⲛⲧⲟⲟⲩⲛ	10
ⲣⲉϥϫⲓⲟⲩⲉ	10
ⲣⲙⲛϯⲙⲉ	10
ⲕⲁⲧⲁⲫⲣⲟⲛⲉⲓ	10
ⲭⲁⲗⲕⲓⲟⲛ	10
ⲛⲉϭⲛⲟⲩϭ	10
ⲙⲛⲧⲙⲁⲓⲛⲟⲩⲧⲉ	10
ⲁⲧⲛⲁϩⲧⲉ	10
ⲡⲣⲟⲃⲗⲏⲙⲁ	10
ⲉⲩ	10
ⲛⲏ	10
ⲣⲓ	10
ϥⲧⲟ	10
ϫⲏⲩ	10
ϯⲃⲥ	10
ⲙⲁϩ	10
ⲕⲃⲟ	10
ⲗⲓⲁ	10
ⲧⲁϥ	10
ⲛⲱⲛ	10
ⲥⲱⲡ	10
ⲧⲃⲧ	10
ⲱⲙⲕ	10
ϩⲁϫⲱ	10
ϣⲙⲧⲉ	10
ϩⲏⲛⲉ	10
ϩⲓⲗⲁ	10
ϩⲧⲱⲣ	10
ϫⲉⲛⲁ	10
ⲉⲧⲛⲁⲛⲟⲩϥ	10
ⲣϩⲛⲁ	10
ⲃⲗϫⲉ	10
ⲅⲁϩⲉ	10
ⲁⲉⲓⲟ	10
ⲁⲥⲏⲣ	10
ⲅⲁⲍⲁ	10
ⲉⲧⲉⲕ	10
ⲍⲱⲟⲛ	10
ⲑⲙⲥⲟ	10
ⲓⲥⲁⲕ	10
ⲕⲗⲁⲗ	10
ⲕⲱⲗϫ	10
ⲕⲱⲙϣ	10
ⲙⲫⲏⲧ	10
ⲥⲟϣϥ	10
ⲛⲟⲩⲧ	10
ⲥⲙⲁϩ	10
